seat_number,seat_coordinates,snapshot,Snapshot status,Snapshot Time,camera
28,"[87, 138, 1267, 1373]",snapshot_3,Present,01-08-2024 10:15,transformed_cam5.csv
1,"[356, 458, 146, 264]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
2,"[355, 475, 261, 345]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
3,"[389, 513, 364, 472]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
4,"[405, 561, 527, 692]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
5,"[399, 584, 737, 892]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
6,"[404, 607, 1001, 1201]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
7,"[429, 618, 1245, 1456]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
8,"[270, 346, 271, 347]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
9,"[270, 353, 401, 535]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
10,"[233, 334, 542, 673]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
11,"[235, 343, 685, 834]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
12,"[239, 349, 874, 1014]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
13,"[238, 355, 1065, 1223]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
14,"[219, 377, 1286, 1455]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
15,"[179, 239, 454, 560]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
16,"[161, 230, 566, 657]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
17,"[158, 222, 663, 785]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
18,"[143, 217, 814, 940]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
19,"[127, 214, 955, 1073]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
20,"[141, 228, 1109, 1243]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
21,"[138, 218, 1286, 1407]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
22,"[120, 161, 566, 655]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
23,"[108, 161, 655, 761]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
24,"[86, 141, 767, 863]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
25,"[81, 137, 874, 963]",snapshot_4,Present,01-08-2024 10:21,transformed_cam5.csv
26,"[74, 141, 1015, 1113]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
27,"[69, 136, 1139, 1231]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
28,"[87, 138, 1267, 1373]",snapshot_4,Absent,01-08-2024 10:21,transformed_cam5.csv
1,"[356, 458, 146, 264]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
2,"[355, 475, 261, 345]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
3,"[389, 513, 364, 472]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
4,"[405, 561, 527, 692]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
5,"[399, 584, 737, 892]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
6,"[404, 607, 1001, 1201]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
7,"[429, 618, 1245, 1456]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
8,"[270, 346, 271, 347]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
9,"[270, 353, 401, 535]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
10,"[233, 334, 542, 673]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
11,"[235, 343, 685, 834]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
12,"[239, 349, 874, 1014]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
13,"[238, 355, 1065, 1223]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
14,"[219, 377, 1286, 1455]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
15,"[179, 239, 454, 560]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
16,"[161, 230, 566, 657]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
17,"[158, 222, 663, 785]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
18,"[143, 217, 814, 940]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
19,"[127, 214, 955, 1073]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
20,"[141, 228, 1109, 1243]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
21,"[138, 218, 1286, 1407]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
22,"[120, 161, 566, 655]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
23,"[108, 161, 655, 761]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
24,"[86, 141, 767, 863]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
25,"[81, 137, 874, 963]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
26,"[74, 141, 1015, 1113]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
27,"[69, 136, 1139, 1231]",snapshot_5,Absent,01-08-2024 10:27,transformed_cam5.csv
28,"[87, 138, 1267, 1373]",snapshot_5,Present,01-08-2024 10:27,transformed_cam5.csv
1,"[245, 327, 40, 122]",snapshot_1,Present,01-08-2024 10:02,transformed_cam6.csv
2,"[254, 330, 114, 195]",snapshot_1,Absent,01-08-2024 10:02,transformed_cam6.csv
3,"[251, 340, 212, 320]",snapshot_1,Present,01-08-2024 10:02,transformed_cam6.csv
4,"[262, 359, 324, 416]",snapshot_1,Absent,01-08-2024 10:02,transformed_cam6.csv
5,"[270, 382, 441, 578]",snapshot_1,Present,01-08-2024 10:02,transformed_cam6.csv
6,"[280, 394, 640, 779]",snapshot_1,Present,01-08-2024 10:02,transformed_cam6.csv
7,"[291, 398, 836, 992]",snapshot_1,Present,01-08-2024 10:02,transformed_cam6.csv
8,"[287, 403, 1033, 1175]",snapshot_1,Present,01-08-2024 10:02,transformed_cam6.csv
9,"[318, 439, 1215, 1374]",snapshot_1,Present,01-08-2024 10:02,transformed_cam6.csv
10,"[341, 445, 1393, 1538]",snapshot_1,Present,01-08-2024 10:02,transformed_cam6.csv
11,"[177, 250, 199, 289]",snapshot_1,Absent,01-08-2024 10:02,transformed_cam6.csv
12,"[168, 247, 312, 398]",snapshot_1,Absent,01-08-2024 10:03,transformed_cam6.csv
13,"[183, 252, 413, 506]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
14,"[194, 262, 536, 637]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
15,"[193, 261, 652, 760]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
16,"[198, 276, 783, 913]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
17,"[193, 280, 961, 1059]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
18,"[199, 299, 1123, 1248]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
19,"[212, 304, 1267, 1368]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
20,"[235, 336, 1421, 1524]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
21,"[241, 340, 1543, 1627]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
22,"[140, 192, 430, 530]",snapshot_1,Present,01-08-2024 10:03,transformed_cam6.csv
23,"[143, 192, 548, 630]",snapshot_1,Absent,01-08-2024 10:04,transformed_cam6.csv
24,"[130, 185, 649, 737]",snapshot_1,Absent,01-08-2024 10:04,transformed_cam6.csv
25,"[126, 205, 767, 857]",snapshot_1,Present,01-08-2024 10:04,transformed_cam6.csv
26,"[136, 209, 905, 997]",snapshot_1,Present,01-08-2024 10:04,transformed_cam6.csv
27,"[140, 212, 1031, 1099]",snapshot_1,Absent,01-08-2024 10:04,transformed_cam6.csv
28,"[165, 206, 1131, 1229]",snapshot_1,Absent,01-08-2024 10:04,transformed_cam6.csv
29,"[162, 215, 1261, 1344]",snapshot_1,Present,01-08-2024 10:04,transformed_cam6.csv
30,"[184, 246, 1380, 1458]",snapshot_1,Present,01-08-2024 10:04,transformed_cam6.csv
31,"[143, 189, 1319, 1395]",snapshot_1,Present,01-08-2024 10:04,transformed_cam6.csv
32,"[114, 168, 1222, 1291]",snapshot_1,Absent,01-08-2024 10:04,transformed_cam6.csv
33,"[111, 160, 1108, 1174]",snapshot_1,Absent,01-08-2024 10:04,transformed_cam6.csv
34,"[101, 151, 994, 1050]",snapshot_1,Absent,01-08-2024 10:04,transformed_cam6.csv
35,"[102, 147, 702, 785]",snapshot_1,Present,01-08-2024 10:04,transformed_cam6.csv
1,"[245, 327, 40, 122]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
2,"[254, 330, 114, 195]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
3,"[251, 340, 212, 320]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
4,"[262, 359, 324, 416]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
5,"[270, 382, 441, 578]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
6,"[280, 394, 640, 779]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
7,"[291, 398, 836, 992]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
8,"[287, 403, 1033, 1175]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
9,"[318, 439, 1215, 1374]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
10,"[341, 445, 1393, 1538]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
11,"[177, 250, 199, 289]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
12,"[168, 247, 312, 398]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
13,"[183, 252, 413, 506]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
14,"[194, 262, 536, 637]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
15,"[193, 261, 652, 760]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
16,"[198, 276, 783, 913]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
17,"[193, 280, 961, 1059]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
18,"[199, 299, 1123, 1248]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
19,"[212, 304, 1267, 1368]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
20,"[235, 336, 1421, 1524]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
21,"[241, 340, 1543, 1627]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
22,"[140, 192, 430, 530]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
23,"[143, 192, 548, 630]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
24,"[130, 185, 649, 737]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
25,"[126, 205, 767, 857]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
26,"[136, 209, 905, 997]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
27,"[140, 212, 1031, 1099]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
28,"[165, 206, 1131, 1229]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
29,"[162, 215, 1261, 1344]",snapshot_2,Absent,01-08-2024 10:10,transformed_cam6.csv
30,"[184, 246, 1380, 1458]",snapshot_2,Present,01-08-2024 10:10,transformed_cam6.csv
31,"[143, 189, 1319, 1395]",snapshot_2,Absent,01-08-2024 10:11,transformed_cam6.csv
32,"[114, 168, 1222, 1291]",snapshot_2,Absent,01-08-2024 10:11,transformed_cam6.csv
33,"[111, 160, 1108, 1174]",snapshot_2,Absent,01-08-2024 10:11,transformed_cam6.csv
34,"[101, 151, 994, 1050]",snapshot_2,Absent,01-08-2024 10:11,transformed_cam6.csv
35,"[102, 147, 702, 785]",snapshot_2,Present,01-08-2024 10:11,transformed_cam6.csv
1,"[245, 327, 40, 122]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
2,"[254, 330, 114, 195]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
3,"[251, 340, 212, 320]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
4,"[262, 359, 324, 416]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
5,"[270, 382, 441, 578]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
6,"[280, 394, 640, 779]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
7,"[291, 398, 836, 992]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
8,"[287, 403, 1033, 1175]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
9,"[318, 439, 1215, 1374]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
10,"[341, 445, 1393, 1538]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
11,"[177, 250, 199, 289]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
12,"[168, 247, 312, 398]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
13,"[183, 252, 413, 506]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
14,"[194, 262, 536, 637]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
15,"[193, 261, 652, 760]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
16,"[198, 276, 783, 913]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
17,"[193, 280, 961, 1059]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
18,"[199, 299, 1123, 1248]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
19,"[212, 304, 1267, 1368]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
20,"[235, 336, 1421, 1524]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
21,"[241, 340, 1543, 1627]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
22,"[140, 192, 430, 530]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
23,"[143, 192, 548, 630]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
24,"[130, 185, 649, 737]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
25,"[126, 205, 767, 857]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
26,"[136, 209, 905, 997]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
27,"[140, 212, 1031, 1099]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
28,"[165, 206, 1131, 1229]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
29,"[162, 215, 1261, 1344]",snapshot_3,Present,01-08-2024 10:16,transformed_cam6.csv
30,"[184, 246, 1380, 1458]",snapshot_3,Absent,01-08-2024 10:16,transformed_cam6.csv
31,"[143, 189, 1319, 1395]",snapshot_3,Present,01-08-2024 10:17,transformed_cam6.csv
32,"[114, 168, 1222, 1291]",snapshot_3,Present,01-08-2024 10:17,transformed_cam6.csv
33,"[111, 160, 1108, 1174]",snapshot_3,Absent,01-08-2024 10:17,transformed_cam6.csv
34,"[101, 151, 994, 1050]",snapshot_3,Absent,01-08-2024 10:17,transformed_cam6.csv
35,"[102, 147, 702, 785]",snapshot_3,Absent,01-08-2024 10:17,transformed_cam6.csv
1,"[245, 327, 40, 122]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
2,"[254, 330, 114, 195]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
3,"[251, 340, 212, 320]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
4,"[262, 359, 324, 416]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
5,"[270, 382, 441, 578]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
6,"[280, 394, 640, 779]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
7,"[291, 398, 836, 992]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
8,"[287, 403, 1033, 1175]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
9,"[318, 439, 1215, 1374]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
10,"[341, 445, 1393, 1538]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
11,"[177, 250, 199, 289]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
12,"[168, 247, 312, 398]",snapshot_4,Present,01-08-2024 10:22,transformed_cam6.csv
13,"[183, 252, 413, 506]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
14,"[194, 262, 536, 637]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
15,"[193, 261, 652, 760]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
16,"[198, 276, 783, 913]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
17,"[193, 280, 961, 1059]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
18,"[199, 299, 1123, 1248]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
19,"[212, 304, 1267, 1368]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
20,"[235, 336, 1421, 1524]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
21,"[241, 340, 1543, 1627]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
22,"[140, 192, 430, 530]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
23,"[143, 192, 548, 630]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
24,"[130, 185, 649, 737]",snapshot_4,Present,01-08-2024 10:22,transformed_cam6.csv
25,"[126, 205, 767, 857]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
26,"[136, 209, 905, 997]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
27,"[140, 212, 1031, 1099]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
28,"[165, 206, 1131, 1229]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
29,"[162, 215, 1261, 1344]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
30,"[184, 246, 1380, 1458]",snapshot_4,Absent,01-08-2024 10:22,transformed_cam6.csv
31,"[143, 189, 1319, 1395]",snapshot_4,Absent,01-08-2024 10:23,transformed_cam6.csv
32,"[114, 168, 1222, 1291]",snapshot_4,Absent,01-08-2024 10:23,transformed_cam6.csv
33,"[111, 160, 1108, 1174]",snapshot_4,Absent,01-08-2024 10:23,transformed_cam6.csv
34,"[101, 151, 994, 1050]",snapshot_4,Absent,01-08-2024 10:23,transformed_cam6.csv
35,"[102, 147, 702, 785]",snapshot_4,Absent,01-08-2024 10:23,transformed_cam6.csv
1,"[245, 327, 40, 122]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
2,"[254, 330, 114, 195]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
3,"[251, 340, 212, 320]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
4,"[262, 359, 324, 416]",snapshot_5,Present,01-08-2024 10:28,transformed_cam6.csv
5,"[270, 382, 441, 578]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
6,"[280, 394, 640, 779]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
7,"[291, 398, 836, 992]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
8,"[287, 403, 1033, 1175]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
9,"[318, 439, 1215, 1374]",snapshot_5,Present,01-08-2024 10:28,transformed_cam6.csv
10,"[341, 445, 1393, 1538]",snapshot_5,Present,01-08-2024 10:28,transformed_cam6.csv
11,"[177, 250, 199, 289]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
12,"[168, 247, 312, 398]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
13,"[183, 252, 413, 506]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
14,"[194, 262, 536, 637]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
15,"[193, 261, 652, 760]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
16,"[198, 276, 783, 913]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
17,"[193, 280, 961, 1059]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
18,"[199, 299, 1123, 1248]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
19,"[212, 304, 1267, 1368]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
20,"[235, 336, 1421, 1524]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
21,"[241, 340, 1543, 1627]",snapshot_5,Present,01-08-2024 10:28,transformed_cam6.csv
22,"[140, 192, 430, 530]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
23,"[143, 192, 548, 630]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
24,"[130, 185, 649, 737]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
25,"[126, 205, 767, 857]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
26,"[136, 209, 905, 997]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
27,"[140, 212, 1031, 1099]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
28,"[165, 206, 1131, 1229]",snapshot_5,Present,01-08-2024 10:28,transformed_cam6.csv
29,"[162, 215, 1261, 1344]",snapshot_5,Absent,01-08-2024 10:28,transformed_cam6.csv
30,"[184, 246, 1380, 1458]",snapshot_5,Absent,01-08-2024 10:29,transformed_cam6.csv
31,"[143, 189, 1319, 1395]",snapshot_5,Absent,01-08-2024 10:29,transformed_cam6.csv
32,"[114, 168, 1222, 1291]",snapshot_5,Absent,01-08-2024 10:29,transformed_cam6.csv
33,"[111, 160, 1108, 1174]",snapshot_5,Absent,01-08-2024 10:29,transformed_cam6.csv
34,"[101, 151, 994, 1050]",snapshot_5,Absent,01-08-2024 10:29,transformed_cam6.csv
35,"[102, 147, 702, 785]",snapshot_5,Absent,01-08-2024 10:29,transformed_cam6.csv
